Country code,Product name,Product code 1,Product code 2,Unit
CA,Plant-based fibers,p01.g,C_FIBR,tonnes
CA,Crops nec,p01.h,C_OTCR,tonnes
CA,Cattle,p01.i,C_CATL,tonnes
CA,Pigs,p01.j,C_PIGS,tonnes
CA,Poultry,p01.k,C_PLTR,tonnes
CA,Meat animals nec,p01.l,C_OMEA,tonnes
CA,Animal products nec,p01.m,C_OANP,tonnes
CA,Raw milk,p01.n,C_MILK,tonnes
CA,"Wool, silk-worm cocoons",p01.o,C_WOOL,tonnes
CA,Manure (conventional treatment),p01.w.1,C_MANC,tonnes
CA,Manure (biogas treatment),p01.w.2,C_MANB,tonnes
CA,"Products of forestry, logging and related services (02)",p02,C_FORE,tonnes
CA,Fish and other fishing products; services incidental of fishing (05),p05,C_FISH,tonnes
CA,"Coal, lignite and peat",p10,C_CLPT,tonnes
CA,"Crude petroleum and services related to crude oil extraction, excluding surveying",p11.a,C_COIL,tonnes
CA,"Natural gas and services related to natural gas extraction, excluding surveying; inclulding liquid gas",p11.2,C_GASS,tonnes
CA,Other Hydrocarbons,p11.c,C_OGPL,tonnes
CA,Uranium and thorium ores (12),p12,C_ORAN,tonnes
CA,Iron ores,p13.1,C_IRON,tonnes
CA,Copper ores and concentrates,p13.20.11,C_COPO,tonnes
CA,Nickel ores and concentrates,p13.20.12,C_NIKO,tonnes
CA,Aluminium ores and concentrates,p13.20.13,C_ALUO,tonnes
CA,Precious metal ores and concentrates,p13.20.14,C_PREO,tonnes
CA,"Lead, zinc and tin ores and concentrates",p13.20.15,C_LZTO,tonnes
CA,Other non-ferrous metal ores and concentrates,p13.20.16,C_ONFO,tonnes
CA,Stone,p14.1,C_STON,tonnes
CA,Sand and clay,p14.2,C_SDCL,tonnes
CA,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",p14.3,C_CHMF,tonnes
CA,Products of meat cattle,p15.a,C_PCAT,tonnes
CA,Products of meat pigs,p15.b,C_PPIG,tonnes
CA,Products of meat poultry,p15.c,C_PPLT,tonnes
CA,Meat products nec,p15.d,C_POME,tonnes
CA,products of Vegetable oils and fats,p15.e,C_VOIL,tonnes
CA,Dairy products,p15.f,C_DAIR,tonnes
CA,Processed rice,p15.g,C_RICE,tonnes
CA,Sugar,p15.h,C_SUGR,tonnes
CA,Food products nec,p15.i,C_OFOD,tonnes
CA,Beverages,p15.j,C_BEVR,tonnes
CA,Fish products,p15.k,C_FSHP,tonnes
CA,Tobacco products (16),p16,C_TOBC,tonnes
CA,Textiles (17),p17,C_TEXT,tonnes
CA,Wearing apparel; furs (18),p18,C_GARM,tonnes
CA,Leather and leather products (19),p19,C_LETH,tonnes
CA,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),p20,C_WOOD,tonnes
CA,"Wood material for treatment, Re-processing of secondary wood material into new wood material",p20.w,C_WOOW,tonnes
CA,Pulp,p21.1,C_PULP,tonnes
CA,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",p21.w.1,C_PAPR,tonnes
CA,Paper and paper products,p21.2,C_PAPE,tonnes
CA,Printed matter and recorded media (22),p22,C_MDIA,tonnes
CA,Coke oven products,p23.1,C_COPR,tonnes
CA, Refined Petroleum,p23.2,C_REFP,tonnes
CA,Nuclear fuel,p23.3,C_NUCF,TJ
CA,"Plastics, basic",p24.a,C_PLAS,tonnes
CA,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",p24.a.w,C_PLAW,tonnes
CA,N-fertiliser,p24.b,C_NFER,tonnes
CA,P- and other fertiliser,p24.c,C_PFER,tonnes
CA,Chemicals nec; additives and biofuels,p24.4,C_CHBI,tonnes
CA,Rubber and plastic products (25),p25,C_RUBP,tonnes
CA,Glass and glass products,p26.a,C_GLAS,tonnes
CA,"Secondary glass for treatment, Re-processing of secondary glass into new glass",p26.w.1,C_GLAW,tonnes
CA,Ceramic goods,p26.b,C_CRMC,tonnes
CA,"Bricks, tiles and construction products, in baked clay",p26.c,C_BRIK,tonnes
CA,"Cement, lime and plaster",p26.d,C_CMNT,tonnes
CA,"Ash for treatment, Re-processing of ash into clinker",p26.d.w,C_ASHW,tonnes
CA,Other non-metallic mineral products,p26.e,C_ONMM,tonnes
CA,Basic iron and steel and of ferro-alloys and first products thereof,p27.a,C_STEL,tonnes
CA,"Secondary steel for treatment, Re-processing of secondary steel into new steel",p27.a.w,C_STEW,tonnes
CA,Precious metals,p27.41,C_PREM,tonnes
CA,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",p27.41.w,C_PREW,tonnes
CA,Aluminium and aluminium products,p27.42,C_ALUM,tonnes
CA,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",p27.42.w,C_ALUW,tonnes
CA,"Lead, zinc and tin and products thereof",p27.43,C_LZTP,tonnes
CA,"Secondary lead for treatment, Re-processing of secondary lead into new lead",p27.43.w,C_LZTW,tonnes
CA,Copper products,p27.44,C_COPP,tonnes
CA,"Secondary copper for treatment, Re-processing of secondary copper into new copper",p27.44.w,C_COPW,tonnes
CA,Other non-ferrous metal products,p27.45,C_ONFM,tonnes
CA,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",p27.45.w,C_ONFW,tonnes
CA,Foundry work services,p27.5,C_METC,tonnes
CA,"Fabricated metal products, except machinery and equipment (28)",p28,C_FABM,tonnes
CA,Machinery and equipment n.e.c. (29),p29,C_MACH,tonnes
CA,Office machinery and computers (30),p30,C_OFMA,tonnes
CA,Electrical machinery and apparatus n.e.c. (31),p31,C_ELMA,tonnes
CA,"Radio, television and communication equipment and apparatus (32)",p32,C_RATV,tonnes
CA,"Medical, precision and optical instruments, watches and clocks (33)",p33,C_MEIN,tonnes
CA,"Motor vehicles, trailers and semi-trailers (34)",p34,C_MOTO,Meuro
CA,Other transport equipment (35),p35,C_OTRE,Meuro
CA,Furniture; other manufactured goods n.e.c. (36),p36,C_FURN,tonnes
CA,Secondary raw materials,p37,C_RYMS,Meuro
CA,"Bottles for treatment, Recycling of bottles by direct reuse",p37.w.1,C_BOTW,tonnes
CA,Electricity by coal,p40.11.a,C_POWC,TJ
CA,Electricity by gas,p40.11.b,C_POWG,TJ
CA,Electricity by nuclear,p40.11.c,C_POWN,TJ
CA,Electricity by hydro,p40.11.d,C_POWH,TJ
CA,Electricity by wind,p40.11.e,C_POWW,TJ
CA,Electricity by petroleum and other oil derivatives,p40.11.f,C_POWP,TJ
CA,Electricity by biomass and waste,p40.11.g,C_POWB,TJ
CA,Electricity by solar photovoltaic,p40.11.h,C_POWS,TJ
CA,Electricity by solar thermal,p40.11.i,C_POWE,TJ
CA,"Electricity by tide, wave, ocean",p40.11.j,C_POWO,TJ
CA,Electricity by Geothermal,p40.11.k,C_POWM,TJ
CA,Electricity nec,p40.11.l,C_POWZ,TJ
CA,Transmission services of electricity,p40.12,C_POWT,Meuro
CA,Distribution and trade services of electricity,p40.13,C_POWD,Meuro
CA,Biogas an other gases nec.,p40.2.1,C_BGAS,tonnes
CA,Distribution services of gaseous fuels through mains,p40.2.2,C_GASD,Meuro
CA,Steam and hot water supply services,p40.3,C_HWAT,TJ
CA,"Collected and purified water, distribution services of water (41)",p41,C_WATR,Meuro
CA,Construction work (45),p45,C_CONS,Meuro
CA,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",p45.w,C_CONW,tonnes
CA,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",p50.a,C_TDMO,Meuro
CA,Retail trade services of motor fuel,p50.b,C_TDFU,Meuro
CA,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",p51,C_TDWH,Meuro
CA,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",p52,C_TDRT,Meuro
CA,Hotel and restaurant services (55),p55,C_HORE,Meuro
CA,Railway transportation services,p60.1,C_TRAI,Meuro
CA,Other land transportation services,p60.2,C_TLND,Meuro
CA,Transportation services via pipelines,p60.3,C_TPIP,Meuro
CA,Sea and coastal water transportation services,p61.1,C_TWAS,Meuro
CA,Inland water transportation services,p61.2,C_TWAI,Meuro
CA,Air transport services (62),p62,C_TAIR,Meuro
CA,Supporting and auxiliary transport services; travel agency services (63),p63,C_TAUX,Meuro
CA,Post and telecommunication services (64),p64,C_PTEL,Meuro
CA,"Financial intermediation services, except insurance and pension funding services (65)",p65,C_FINT,Meuro
CA,"Insurance and pension funding services, except compulsory social security services (66)",p66,C_FINS,Meuro
CA,Services auxiliary to financial intermediation (67),p67,C_FAUX,Meuro
CA,Real estate services (70),p70,C_REAL,Meuro
CA,Renting services of machinery and equipment without operator and of personal and household goods (71),p71,C_MARE,Meuro
CA,Computer and related services (72),p72,C_COMP,Meuro
CA,Research and development services (73),p73,C_RESD,Meuro
CA,Other business services (74),p74,C_OBUS,Meuro
CA,Public administration and defence services; compulsory social security services (75),p75,C_PADF,Meuro
CA,Education services (80),p80,C_EDUC,Meuro
CA,Health and social work services (85),p85,C_HEAL,Meuro
CA,Food waste for treatment: incineration,p90.1.a,C_INCF,tonnes
CA,Paper waste for treatment: incineration,p90.1.b,C_INCP,tonnes
CA,Plastic waste for treatment: incineration,p90.1.c,C_INCL,tonnes
CA,Intert/metal waste for treatment: incineration,p90.1.d,C_INCM,tonnes
CA,Textiles waste for treatment: incineration,p90.1.e,C_INCT,tonnes
CA,Wood waste for treatment: incineration,p90.1.f,C_INCW,tonnes
CA,Oil/hazardous waste for treatment: incineration,p90.1.g,C_INCO,tonnes
CA,Food waste for treatment: biogasification and land application,p90.2.a,C_BIOF,tonnes
CA,Paper waste for treatment: biogasification and land application,p90.2.b,C_BIOP,tonnes
CA,Sewage sludge for treatment: biogasification and land application,p90.2.c,C_BIOS,tonnes
CA,Food waste for treatment: composting and land application,p90.3.a,C_COMF,tonnes
CA,Paper and wood waste for treatment: composting and land application,p90.3.b,C_COMW,tonnes
CA,Food waste for treatment: waste water treatment,p90.4.a,C_WASF,tonnes
CA,Other waste for treatment: waste water treatment,p90.4.b,C_WASO,tonnes
CA,Food waste for treatment: landfill,p90.5.a,C_LANF,tonnes
CA,Paper for treatment: landfill,p90.5.b,C_LANP,tonnes
CA,Plastic waste for treatment: landfill,p90.5.c,C_LANL,tonnes
CA,Inert/metal/hazardous waste for treatment: landfill,p90.5.d,C_LANI,tonnes
CA,Textiles waste for treatment: landfill,p90.5.e,C_LANT,tonnes
CA,Wood waste for treatment: landfill,p90.5.f,C_LANW,tonnes
CA,Membership organisation services n.e.c. (91),p91,C_ORGA,Meuro
CA,"Recreational, cultural and sporting services (92)",p92,C_RECR,Meuro
CA,Other services (93),p93,C_OSER,Meuro
CA,Private households with employed persons (95),p95,C_PRHH,Meuro
CA,Extra-territorial organizations and bodies,p99,C_EXTO,Meuro
CN,Paddy rice,p01.a,C_PARI,tonnes
CN,Wheat,p01.b,C_WHEA,tonnes
CN,Cereal grains nec,p01.c,C_OCER,tonnes
CN,"Vegetables, fruit, nuts",p01.d,C_FVEG,tonnes
CN,Oil seeds,p01.e,C_OILS,tonnes
CN,"Sugar cane, sugar beet",p01.f,C_SUGB,tonnes
CN,Plant-based fibers,p01.g,C_FIBR,tonnes
CN,Crops nec,p01.h,C_OTCR,tonnes
CN,Cattle,p01.i,C_CATL,tonnes
CN,Pigs,p01.j,C_PIGS,tonnes
CN,Poultry,p01.k,C_PLTR,tonnes
CN,Meat animals nec,p01.l,C_OMEA,tonnes
CN,Animal products nec,p01.m,C_OANP,tonnes
CN,Raw milk,p01.n,C_MILK,tonnes
CN,"Wool, silk-worm cocoons",p01.o,C_WOOL,tonnes
CN,Manure (conventional treatment),p01.w.1,C_MANC,tonnes
CN,Manure (biogas treatment),p01.w.2,C_MANB,tonnes
CN,"Products of forestry, logging and related services (02)",p02,C_FORE,tonnes
CN,Fish and other fishing products; services incidental of fishing (05),p05,C_FISH,tonnes
CN,"Coal, lignite and peat",p10,C_CLPT,tonnes
CN,"Crude petroleum and services related to crude oil extraction, excluding surveying",p11.a,C_COIL,tonnes
CN,"Natural gas and services related to natural gas extraction, excluding surveying; inclulding liquid gas",p11.2,C_GASS,tonnes
CN,Other Hydrocarbons,p11.c,C_OGPL,tonnes
CN,Uranium and thorium ores (12),p12,C_ORAN,tonnes
CN,Iron ores,p13.1,C_IRON,tonnes
CN,Copper ores and concentrates,p13.20.11,C_COPO,tonnes
CN,Nickel ores and concentrates,p13.20.12,C_NIKO,tonnes
CN,Aluminium ores and concentrates,p13.20.13,C_ALUO,tonnes
CN,Precious metal ores and concentrates,p13.20.14,C_PREO,tonnes
CN,"Lead, zinc and tin ores and concentrates",p13.20.15,C_LZTO,tonnes
CN,Other non-ferrous metal ores and concentrates,p13.20.16,C_ONFO,tonnes
CN,Stone,p14.1,C_STON,tonnes
CN,Sand and clay,p14.2,C_SDCL,tonnes
CN,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",p14.3,C_CHMF,tonnes
CN,Products of meat cattle,p15.a,C_PCAT,tonnes
CN,Products of meat pigs,p15.b,C_PPIG,tonnes
CN,Products of meat poultry,p15.c,C_PPLT,tonnes
CN,Meat products nec,p15.d,C_POME,tonnes
CN,products of Vegetable oils and fats,p15.e,C_VOIL,tonnes
CN,Dairy products,p15.f,C_DAIR,tonnes
CN,Processed rice,p15.g,C_RICE,tonnes
CN,Sugar,p15.h,C_SUGR,tonnes
CN,Food products nec,p15.i,C_OFOD,tonnes
CN,Beverages,p15.j,C_BEVR,tonnes
CN,Fish products,p15.k,C_FSHP,tonnes
CN,Tobacco products (16),p16,C_TOBC,tonnes
CN,Textiles (17),p17,C_TEXT,tonnes
CN,Wearing apparel; furs (18),p18,C_GARM,tonnes
CN,Leather and leather products (19),p19,C_LETH,tonnes
CN,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),p20,C_WOOD,tonnes
CN,"Wood material for treatment, Re-processing of secondary wood material into new wood material",p20.w,C_WOOW,tonnes
CN,Pulp,p21.1,C_PULP,tonnes
CN,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",p21.w.1,C_PAPR,tonnes
CN,Paper and paper products,p21.2,C_PAPE,tonnes
CN,Printed matter and recorded media (22),p22,C_MDIA,tonnes
CN,Coke oven products,p23.1,C_COPR,tonnes
CN, Refined Petroleum,p23.2,C_REFP,tonnes
CN,Nuclear fuel,p23.3,C_NUCF,TJ
CN,"Plastics, basic",p24.a,C_PLAS,tonnes
CN,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",p24.a.w,C_PLAW,tonnes
CN,N-fertiliser,p24.b,C_NFER,tonnes
CN,P- and other fertiliser,p24.c,C_PFER,tonnes
CN,Chemicals nec; additives and biofuels,p24.4,C_CHBI,tonnes
CN,Rubber and plastic products (25),p25,C_RUBP,tonnes
CN,Glass and glass products,p26.a,C_GLAS,tonnes
CN,"Secondary glass for treatment, Re-processing of secondary glass into new glass",p26.w.1,C_GLAW,tonnes
CN,Ceramic goods,p26.b,C_CRMC,tonnes
CN,"Bricks, tiles and construction products, in baked clay",p26.c,C_BRIK,tonnes
CN,"Cement, lime and plaster",p26.d,C_CMNT,tonnes
CN,"Ash for treatment, Re-processing of ash into clinker",p26.d.w,C_ASHW,tonnes
CN,Other non-metallic mineral products,p26.e,C_ONMM,tonnes
CN,Basic iron and steel and of ferro-alloys and first products thereof,p27.a,C_STEL,tonnes
CN,"Secondary steel for treatment, Re-processing of secondary steel into new steel",p27.a.w,C_STEW,tonnes
CN,Precious metals,p27.41,C_PREM,tonnes
CN,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",p27.41.w,C_PREW,tonnes
CN,Aluminium and aluminium products,p27.42,C_ALUM,tonnes
CN,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",p27.42.w,C_ALUW,tonnes
CN,"Lead, zinc and tin and products thereof",p27.43,C_LZTP,tonnes
CN,"Secondary lead for treatment, Re-processing of secondary lead into new lead",p27.43.w,C_LZTW,tonnes
CN,Copper products,p27.44,C_COPP,tonnes
CN,"Secondary copper for treatment, Re-processing of secondary copper into new copper",p27.44.w,C_COPW,tonnes
CN,Other non-ferrous metal products,p27.45,C_ONFM,tonnes
CN,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",p27.45.w,C_ONFW,tonnes
CN,Foundry work services,p27.5,C_METC,tonnes
CN,"Fabricated metal products, except machinery and equipment (28)",p28,C_FABM,tonnes
CN,Machinery and equipment n.e.c. (29),p29,C_MACH,tonnes
CN,Office machinery and computers (30),p30,C_OFMA,tonnes
CN,Electrical machinery and apparatus n.e.c. (31),p31,C_ELMA,tonnes
CN,"Radio, television and communication equipment and apparatus (32)",p32,C_RATV,tonnes
CN,"Medical, precision and optical instruments, watches and clocks (33)",p33,C_MEIN,tonnes
CN,"Motor vehicles, trailers and semi-trailers (34)",p34,C_MOTO,Meuro
CN,Other transport equipment (35),p35,C_OTRE,Meuro
CN,Furniture; other manufactured goods n.e.c. (36),p36,C_FURN,tonnes
CN,Secondary raw materials,p37,C_RYMS,Meuro
CN,"Bottles for treatment, Recycling of bottles by direct reuse",p37.w.1,C_BOTW,tonnes
CN,Electricity by coal,p40.11.a,C_POWC,TJ
CN,Electricity by gas,p40.11.b,C_POWG,TJ
CN,Electricity by nuclear,p40.11.c,C_POWN,TJ
CN,Electricity by hydro,p40.11.d,C_POWH,TJ
CN,Electricity by wind,p40.11.e,C_POWW,TJ
CN,Electricity by petroleum and other oil derivatives,p40.11.f,C_POWP,TJ
CN,Electricity by biomass and waste,p40.11.g,C_POWB,TJ
CN,Electricity by solar photovoltaic,p40.11.h,C_POWS,TJ
CN,Electricity by solar thermal,p40.11.i,C_POWE,TJ
CN,"Electricity by tide, wave, ocean",p40.11.j,C_POWO,TJ
CN,Electricity by Geothermal,p40.11.k,C_POWM,TJ
CN,Electricity nec,p40.11.l,C_POWZ,TJ
CN,Transmission services of electricity,p40.12,C_POWT,Meuro
CN,Distribution and trade services of electricity,p40.13,C_POWD,Meuro
CN,Biogas an other gases nec.,p40.2.1,C_BGAS,tonnes
CN,Distribution services of gaseous fuels through mains,p40.2.2,C_GASD,Meuro
CN,Steam and hot water supply services,p40.3,C_HWAT,TJ
CN,"Collected and purified water, distribution services of water (41)",p41,C_WATR,Meuro
CN,Construction work (45),p45,C_CONS,Meuro
CN,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",p45.w,C_CONW,tonnes
CN,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",p50.a,C_TDMO,Meuro
CN,Retail trade services of motor fuel,p50.b,C_TDFU,Meuro
CN,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",p51,C_TDWH,Meuro
CN,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",p52,C_TDRT,Meuro
CN,Hotel and restaurant services (55),p55,C_HORE,Meuro
CN,Railway transportation services,p60.1,C_TRAI,Meuro
CN,Other land transportation services,p60.2,C_TLND,Meuro
CN,Transportation services via pipelines,p60.3,C_TPIP,Meuro
CN,Sea and coastal water transportation services,p61.1,C_TWAS,Meuro
CN,Inland water transportation services,p61.2,C_TWAI,Meuro
CN,Air transport services (62),p62,C_TAIR,Meuro
CN,Supporting and auxiliary transport services; travel agency services (63),p63,C_TAUX,Meuro
CN,Post and telecommunication services (64),p64,C_PTEL,Meuro
CN,"Financial intermediation services, except insurance and pension funding services (65)",p65,C_FINT,Meuro
CN,"Insurance and pension funding services, except compulsory social security services (66)",p66,C_FINS,Meuro
CN,Services auxiliary to financial intermediation (67),p67,C_FAUX,Meuro
CN,Real estate services (70),p70,C_REAL,Meuro
CN,Renting services of machinery and equipment without operator and of personal and household goods (71),p71,C_MARE,Meuro
CN,Computer and related services (72),p72,C_COMP,Meuro
CN,Research and development services (73),p73,C_RESD,Meuro
CN,Other business services (74),p74,C_OBUS,Meuro
CN,Public administration and defence services; compulsory social security services (75),p75,C_PADF,Meuro
CN,Education services (80),p80,C_EDUC,Meuro
CN,Health and social work services (85),p85,C_HEAL,Meuro
CN,Food waste for treatment: incineration,p90.1.a,C_INCF,tonnes
CN,Paper waste for treatment: incineration,p90.1.b,C_INCP,tonnes
CN,Plastic waste for treatment: incineration,p90.1.c,C_INCL,tonnes
CN,Intert/metal waste for treatment: incineration,p90.1.d,C_INCM,tonnes
CN,Textiles waste for treatment: incineration,p90.1.e,C_INCT,tonnes
CN,Wood waste for treatment: incineration,p90.1.f,C_INCW,tonnes
CN,Oil/hazardous waste for treatment: incineration,p90.1.g,C_INCO,tonnes
CN,Food waste for treatment: biogasification and land application,p90.2.a,C_BIOF,tonnes
CN,Paper waste for treatment: biogasification and land application,p90.2.b,C_BIOP,tonnes
CN,Sewage sludge for treatment: biogasification and land application,p90.2.c,C_BIOS,tonnes
CN,Food waste for treatment: composting and land application,p90.3.a,C_COMF,tonnes
CN,Paper and wood waste for treatment: composting and land application,p90.3.b,C_COMW,tonnes
CN,Food waste for treatment: waste water treatment,p90.4.a,C_WASF,tonnes
CN,Other waste for treatment: waste water treatment,p90.4.b,C_WASO,tonnes
CN,Food waste for treatment: landfill,p90.5.a,C_LANF,tonnes
CN,Paper for treatment: landfill,p90.5.b,C_LANP,tonnes
CN,Plastic waste for treatment: landfill,p90.5.c,C_LANL,tonnes
CN,Inert/metal/hazardous waste for treatment: landfill,p90.5.d,C_LANI,tonnes
CN,Textiles waste for treatment: landfill,p90.5.e,C_LANT,tonnes
CN,Wood waste for treatment: landfill,p90.5.f,C_LANW,tonnes
CN,Membership organisation services n.e.c. (91),p91,C_ORGA,Meuro
CN,"Recreational, cultural and sporting services (92)",p92,C_RECR,Meuro
CN,Other services (93),p93,C_OSER,Meuro
CN,Private households with employed persons (95),p95,C_PRHH,Meuro
CN,Extra-territorial organizations and bodies,p99,C_EXTO,Meuro
CY,Paddy rice,p01.a,C_PARI,tonnes
CY,Wheat,p01.b,C_WHEA,tonnes
CY,Cereal grains nec,p01.c,C_OCER,tonnes
CY,"Vegetables, fruit, nuts",p01.d,C_FVEG,tonnes
CY,Oil seeds,p01.e,C_OILS,tonnes
CY,"Sugar cane, sugar beet",p01.f,C_SUGB,tonnes
CY,Plant-based fibers,p01.g,C_FIBR,tonnes
CY,Crops nec,p01.h,C_OTCR,tonnes
CY,Cattle,p01.i,C_CATL,tonnes
CY,Pigs,p01.j,C_PIGS,tonnes
CY,Poultry,p01.k,C_PLTR,tonnes
CY,Meat animals nec,p01.l,C_OMEA,tonnes
CY,Animal products nec,p01.m,C_OANP,tonnes
CY,Raw milk,p01.n,C_MILK,tonnes
CY,"Wool, silk-worm cocoons",p01.o,C_WOOL,tonnes
CY,Manure (conventional treatment),p01.w.1,C_MANC,tonnes
CY,Manure (biogas treatment),p01.w.2,C_MANB,tonnes
CY,"Products of forestry, logging and related services (02)",p02,C_FORE,tonnes
CY,Fish and other fishing products; services incidental of fishing (05),p05,C_FISH,tonnes
CY,"Coal, lignite and peat",p10,C_CLPT,tonnes
CY,"Crude petroleum and services related to crude oil extraction, excluding surveying",p11.a,C_COIL,tonnes
CY,"Natural gas and services related to natural gas extraction, excluding surveying; inclulding liquid gas",p11.2,C_GASS,tonnes
CY,Other Hydrocarbons,p11.c,C_OGPL,tonnes
CY,Uranium and thorium ores (12),p12,C_ORAN,tonnes
CY,Iron ores,p13.1,C_IRON,tonnes
CY,Copper ores and concentrates,p13.20.11,C_COPO,tonnes
CY,Nickel ores and concentrates,p13.20.12,C_NIKO,tonnes
CY,Aluminium ores and concentrates,p13.20.13,C_ALUO,tonnes
CY,Precious metal ores and concentrates,p13.20.14,C_PREO,tonnes
CY,"Lead, zinc and tin ores and concentrates",p13.20.15,C_LZTO,tonnes
CY,Other non-ferrous metal ores and concentrates,p13.20.16,C_ONFO,tonnes
CY,Stone,p14.1,C_STON,tonnes
CY,Sand and clay,p14.2,C_SDCL,tonnes
CY,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",p14.3,C_CHMF,tonnes
CY,Products of meat cattle,p15.a,C_PCAT,tonnes
CY,Products of meat pigs,p15.b,C_PPIG,tonnes
CY,Products of meat poultry,p15.c,C_PPLT,tonnes
CY,Meat products nec,p15.d,C_POME,tonnes
CY,products of Vegetable oils and fats,p15.e,C_VOIL,tonnes
CY,Dairy products,p15.f,C_DAIR,tonnes
CY,Processed rice,p15.g,C_RICE,tonnes
CY,Sugar,p15.h,C_SUGR,tonnes
CY,Food products nec,p15.i,C_OFOD,tonnes
CY,Beverages,p15.j,C_BEVR,tonnes
CY,Fish products,p15.k,C_FSHP,tonnes
CY,Tobacco products (16),p16,C_TOBC,tonnes
CY,Textiles (17),p17,C_TEXT,tonnes
CY,Wearing apparel; furs (18),p18,C_GARM,tonnes
CY,Leather and leather products (19),p19,C_LETH,tonnes
CY,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),p20,C_WOOD,tonnes
CY,"Wood material for treatment, Re-processing of secondary wood material into new wood material",p20.w,C_WOOW,tonnes
CY,Pulp,p21.1,C_PULP,tonnes
CY,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",p21.w.1,C_PAPR,tonnes
CY,Paper and paper products,p21.2,C_PAPE,tonnes
CY,Printed matter and recorded media (22),p22,C_MDIA,tonnes
CY,Coke oven products,p23.1,C_COPR,tonnes
CY, Refined Petroleum,p23.2,C_REFP,tonnes
CY,Nuclear fuel,p23.3,C_NUCF,TJ
CY,"Plastics, basic",p24.a,C_PLAS,tonnes
CY,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",p24.a.w,C_PLAW,tonnes
CY,N-fertiliser,p24.b,C_NFER,tonnes
CY,P- and other fertiliser,p24.c,C_PFER,tonnes
CY,Chemicals nec; additives and biofuels,p24.4,C_CHBI,tonnes
CY,Rubber and plastic products (25),p25,C_RUBP,tonnes
CY,Glass and glass products,p26.a,C_GLAS,tonnes
CY,"Secondary glass for treatment, Re-processing of secondary glass into new glass",p26.w.1,C_GLAW,tonnes
CY,Ceramic goods,p26.b,C_CRMC,tonnes
CY,"Bricks, tiles and construction products, in baked clay",p26.c,C_BRIK,tonnes
CY,"Cement, lime and plaster",p26.d,C_CMNT,tonnes
CY,"Ash for treatment, Re-processing of ash into clinker",p26.d.w,C_ASHW,tonnes
CY,Other non-metallic mineral products,p26.e,C_ONMM,tonnes
CY,Basic iron and steel and of ferro-alloys and first products thereof,p27.a,C_STEL,tonnes
CY,"Secondary steel for treatment, Re-processing of secondary steel into new steel",p27.a.w,C_STEW,tonnes
CY,Precious metals,p27.41,C_PREM,tonnes
CY,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",p27.41.w,C_PREW,tonnes
CY,Aluminium and aluminium products,p27.42,C_ALUM,tonnes
CY,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",p27.42.w,C_ALUW,tonnes
CY,"Lead, zinc and tin and products thereof",p27.43,C_LZTP,tonnes
CY,"Secondary lead for treatment, Re-processing of secondary lead into new lead",p27.43.w,C_LZTW,tonnes
CY,Copper products,p27.44,C_COPP,tonnes
CY,"Secondary copper for treatment, Re-processing of secondary copper into new copper",p27.44.w,C_COPW,tonnes
CY,Other non-ferrous metal products,p27.45,C_ONFM,tonnes
CY,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",p27.45.w,C_ONFW,tonnes
CY,Foundry work services,p27.5,C_METC,tonnes
CY,"Fabricated metal products, except machinery and equipment (28)",p28,C_FABM,tonnes
CY,Machinery and equipment n.e.c. (29),p29,C_MACH,tonnes
CY,Office machinery and computers (30),p30,C_OFMA,tonnes
