Country code,Product name,Product code 1,Product code 2,Unit
AU,Paddy rice,p01.a,C_PARI,tonnes
AU,Wheat,p01.b,C_WHEA,tonnes
AU,Cereal grains nec,p01.c,C_OCER,tonnes
AU,"Vegetables, fruit, nuts",p01.d,C_FVEG,tonnes
AU,Oil seeds,p01.e,C_OILS,tonnes
AU,"Sugar cane, sugar beet",p01.f,C_SUGB,tonnes
AU,Plant-based fibers,p01.g,C_FIBR,tonnes
AU,Crops nec,p01.h,C_OTCR,tonnes
AU,Cattle,p01.i,C_CATL,tonnes
AU,Pigs,p01.j,C_PIGS,tonnes
AU,Poultry,p01.k,C_PLTR,tonnes
AU,Meat animals nec,p01.l,C_OMEA,tonnes
AU,Animal products nec,p01.m,C_OANP,tonnes
AU,Raw milk,p01.n,C_MILK,tonnes
AU,"Wool, silk-worm cocoons",p01.o,C_WOOL,tonnes
AU,Manure (conventional treatment),p01.w.1,C_MANC,tonnes
AU,Manure (biogas treatment),p01.w.2,C_MANB,tonnes
AU,"Products of forestry, logging and related services (02)",p02,C_FORE,tonnes
AU,Fish and other fishing products; services incidental of fishing (05),p05,C_FISH,tonnes
AU,"Coal, lignite and peat",p10,C_CLPT,tonnes
AU,"Crude petroleum and services related to crude oil extraction, excluding surveying",p11.a,C_COIL,tonnes
AU,"Natural gas and services related to natural gas extraction, excluding surveying; inclulding liquid gas",p11.2,C_GASS,tonnes
AU,Other Hydrocarbons,p11.c,C_OGPL,tonnes
AU,Uranium and thorium ores (12),p12,C_ORAN,tonnes
AU,Iron ores,p13.1,C_IRON,tonnes
AU,Copper ores and concentrates,p13.20.11,C_COPO,tonnes
AU,Nickel ores and concentrates,p13.20.12,C_NIKO,tonnes
AU,Aluminium ores and concentrates,p13.20.13,C_ALUO,tonnes
AU,Precious metal ores and concentrates,p13.20.14,C_PREO,tonnes
AU,"Lead, zinc and tin ores and concentrates",p13.20.15,C_LZTO,tonnes
AU,Other non-ferrous metal ores and concentrates,p13.20.16,C_ONFO,tonnes
AU,Stone,p14.1,C_STON,tonnes
AU,Sand and clay,p14.2,C_SDCL,tonnes
AU,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",p14.3,C_CHMF,tonnes
AU,Products of meat cattle,p15.a,C_PCAT,tonnes
AU,Products of meat pigs,p15.b,C_PPIG,tonnes
AU,Products of meat poultry,p15.c,C_PPLT,tonnes
AU,Meat products nec,p15.d,C_POME,tonnes
AU,products of Vegetable oils and fats,p15.e,C_VOIL,tonnes
AU,Dairy products,p15.f,C_DAIR,tonnes
AU,Processed rice,p15.g,C_RICE,tonnes
AU,Sugar,p15.h,C_SUGR,tonnes
AU,Food products nec,p15.i,C_OFOD,tonnes
AU,Beverages,p15.j,C_BEVR,tonnes
AU,Fish products,p15.k,C_FSHP,tonnes
AU,Tobacco products (16),p16,C_TOBC,tonnes
AU,Textiles (17),p17,C_TEXT,tonnes
AU,Wearing apparel; furs (18),p18,C_GARM,tonnes
AU,Leather and leather products (19),p19,C_LETH,tonnes
AU,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),p20,C_WOOD,tonnes
AU,"Wood material for treatment, Re-processing of secondary wood material into new wood material",p20.w,C_WOOW,tonnes
AU,Pulp,p21.1,C_PULP,tonnes
AU,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",p21.w.1,C_PAPR,tonnes
AU,Paper and paper products,p21.2,C_PAPE,tonnes
AU,Printed matter and recorded media (22),p22,C_MDIA,tonnes
AU,Coke oven products,p23.1,C_COPR,tonnes
AU, Refined Petroleum,p23.2,C_REFP,tonnes
AU,Nuclear fuel,p23.3,C_NUCF,TJ
AU,"Plastics, basic",p24.a,C_PLAS,tonnes
AU,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",p24.a.w,C_PLAW,tonnes
AU,N-fertiliser,p24.b,C_NFER,tonnes
AU,P- and other fertiliser,p24.c,C_PFER,tonnes
AU,Chemicals nec; additives and biofuels,p24.4,C_CHBI,tonnes
AU,Rubber and plastic products (25),p25,C_RUBP,tonnes
AU,Glass and glass products,p26.a,C_GLAS,tonnes
AU,"Secondary glass for treatment, Re-processing of secondary glass into new glass",p26.w.1,C_GLAW,tonnes
AU,Ceramic goods,p26.b,C_CRMC,tonnes
AU,"Bricks, tiles and construction products, in baked clay",p26.c,C_BRIK,tonnes
AU,"Cement, lime and plaster",p26.d,C_CMNT,tonnes
AU,"Ash for treatment, Re-processing of ash into clinker",p26.d.w,C_ASHW,tonnes
AU,Other non-metallic mineral products,p26.e,C_ONMM,tonnes
AU,Basic iron and steel and of ferro-alloys and first products thereof,p27.a,C_STEL,tonnes
AU,"Secondary steel for treatment, Re-processing of secondary steel into new steel",p27.a.w,C_STEW,tonnes
AU,Precious metals,p27.41,C_PREM,tonnes
AU,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",p27.41.w,C_PREW,tonnes
AU,Aluminium and aluminium products,p27.42,C_ALUM,tonnes
AU,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",p27.42.w,C_ALUW,tonnes
AU,"Lead, zinc and tin and products thereof",p27.43,C_LZTP,tonnes
AU,"Secondary lead for treatment, Re-processing of secondary lead into new lead",p27.43.w,C_LZTW,tonnes
AU,Copper products,p27.44,C_COPP,tonnes
AU,"Secondary copper for treatment, Re-processing of secondary copper into new copper",p27.44.w,C_COPW,tonnes
AU,Other non-ferrous metal products,p27.45,C_ONFM,tonnes
AU,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",p27.45.w,C_ONFW,tonnes
AU,Foundry work services,p27.5,C_METC,tonnes
AU,"Fabricated metal products, except machinery and equipment (28)",p28,C_FABM,tonnes
AU,Machinery and equipment n.e.c. (29),p29,C_MACH,tonnes
AU,Office machinery and computers (30),p30,C_OFMA,tonnes
AU,Electrical machinery and apparatus n.e.c. (31),p31,C_ELMA,tonnes
AU,"Radio, television and communication equipment and apparatus (32)",p32,C_RATV,tonnes
AU,"Medical, precision and optical instruments, watches and clocks (33)",p33,C_MEIN,tonnes
AU,"Motor vehicles, trailers and semi-trailers (34)",p34,C_MOTO,Meuro
AU,Other transport equipment (35),p35,C_OTRE,Meuro
AU,Furniture; other manufactured goods n.e.c. (36),p36,C_FURN,tonnes
AU,Secondary raw materials,p37,C_RYMS,Meuro
AU,"Bottles for treatment, Recycling of bottles by direct reuse",p37.w.1,C_BOTW,tonnes
AU,Electricity by coal,p40.11.a,C_POWC,TJ
AU,Electricity by gas,p40.11.b,C_POWG,TJ
AU,Electricity by nuclear,p40.11.c,C_POWN,TJ
AU,Electricity by hydro,p40.11.d,C_POWH,TJ
AU,Electricity by wind,p40.11.e,C_POWW,TJ
AU,Electricity by petroleum and other oil derivatives,p40.11.f,C_POWP,TJ
AU,Electricity by biomass and waste,p40.11.g,C_POWB,TJ
AU,Electricity by solar photovoltaic,p40.11.h,C_POWS,TJ
AU,Electricity by solar thermal,p40.11.i,C_POWE,TJ
AU,"Electricity by tide, wave, ocean",p40.11.j,C_POWO,TJ
AU,Electricity by Geothermal,p40.11.k,C_POWM,TJ
AU,Electricity nec,p40.11.l,C_POWZ,TJ
AU,Transmission services of electricity,p40.12,C_POWT,Meuro
AU,Distribution and trade services of electricity,p40.13,C_POWD,Meuro
AU,Biogas an other gases nec.,p40.2.1,C_BGAS,tonnes
AU,Distribution services of gaseous fuels through mains,p40.2.2,C_GASD,Meuro
AU,Steam and hot water supply services,p40.3,C_HWAT,TJ
AU,"Collected and purified water, distribution services of water (41)",p41,C_WATR,Meuro
AU,Construction work (45),p45,C_CONS,Meuro
AU,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",p45.w,C_CONW,tonnes
AU,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",p50.a,C_TDMO,Meuro
AU,Retail trade services of motor fuel,p50.b,C_TDFU,Meuro
AU,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",p51,C_TDWH,Meuro
AU,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",p52,C_TDRT,Meuro
AU,Hotel and restaurant services (55),p55,C_HORE,Meuro
AU,Railway transportation services,p60.1,C_TRAI,Meuro
AU,Other land transportation services,p60.2,C_TLND,Meuro
AU,Transportation services via pipelines,p60.3,C_TPIP,Meuro
AU,Sea and coastal water transportation services,p61.1,C_TWAS,Meuro
AU,Inland water transportation services,p61.2,C_TWAI,Meuro
AU,Air transport services (62),p62,C_TAIR,Meuro
AU,Supporting and auxiliary transport services; travel agency services (63),p63,C_TAUX,Meuro
AU,Post and telecommunication services (64),p64,C_PTEL,Meuro
AU,"Financial intermediation services, except insurance and pension funding services (65)",p65,C_FINT,Meuro
AU,"Insurance and pension funding services, except compulsory social security services (66)",p66,C_FINS,Meuro
AU,Services auxiliary to financial intermediation (67),p67,C_FAUX,Meuro
AU,Real estate services (70),p70,C_REAL,Meuro
AU,Renting services of machinery and equipment without operator and of personal and household goods (71),p71,C_MARE,Meuro
AU,Computer and related services (72),p72,C_COMP,Meuro
AU,Research and development services (73),p73,C_RESD,Meuro
AU,Other business services (74),p74,C_OBUS,Meuro
AU,Public administration and defence services; compulsory social security services (75),p75,C_PADF,Meuro
AU,Education services (80),p80,C_EDUC,Meuro
AU,Health and social work services (85),p85,C_HEAL,Meuro
AU,Food waste for treatment: incineration,p90.1.a,C_INCF,tonnes
AU,Paper waste for treatment: incineration,p90.1.b,C_INCP,tonnes
AU,Plastic waste for treatment: incineration,p90.1.c,C_INCL,tonnes
AU,Intert/metal waste for treatment: incineration,p90.1.d,C_INCM,tonnes
AU,Textiles waste for treatment: incineration,p90.1.e,C_INCT,tonnes
AU,Wood waste for treatment: incineration,p90.1.f,C_INCW,tonnes
AU,Oil/hazardous waste for treatment: incineration,p90.1.g,C_INCO,tonnes
AU,Food waste for treatment: biogasification and land application,p90.2.a,C_BIOF,tonnes
AU,Paper waste for treatment: biogasification and land application,p90.2.b,C_BIOP,tonnes
AU,Sewage sludge for treatment: biogasification and land application,p90.2.c,C_BIOS,tonnes
AU,Food waste for treatment: composting and land application,p90.3.a,C_COMF,tonnes
AU,Paper and wood waste for treatment: composting and land application,p90.3.b,C_COMW,tonnes
AU,Food waste for treatment: waste water treatment,p90.4.a,C_WASF,tonnes
AU,Other waste for treatment: waste water treatment,p90.4.b,C_WASO,tonnes
AU,Food waste for treatment: landfill,p90.5.a,C_LANF,tonnes
AU,Paper for treatment: landfill,p90.5.b,C_LANP,tonnes
AU,Plastic waste for treatment: landfill,p90.5.c,C_LANL,tonnes
AU,Inert/metal/hazardous waste for treatment: landfill,p90.5.d,C_LANI,tonnes
AU,Textiles waste for treatment: landfill,p90.5.e,C_LANT,tonnes
AU,Wood waste for treatment: landfill,p90.5.f,C_LANW,tonnes
AU,Membership organisation services n.e.c. (91),p91,C_ORGA,Meuro
AU,"Recreational, cultural and sporting services (92)",p92,C_RECR,Meuro
AU,Other services (93),p93,C_OSER,Meuro
AU,Private households with employed persons (95),p95,C_PRHH,Meuro
AU,Extra-territorial organizations and bodies,p99,C_EXTO,Meuro
AT,Paddy rice,p01.a,C_PARI,tonnes
AT,Wheat,p01.b,C_WHEA,tonnes
AT,Cereal grains nec,p01.c,C_OCER,tonnes
AT,"Vegetables, fruit, nuts",p01.d,C_FVEG,tonnes
AT,Oil seeds,p01.e,C_OILS,tonnes
AT,"Sugar cane, sugar beet",p01.f,C_SUGB,tonnes
AT,Plant-based fibers,p01.g,C_FIBR,tonnes
AT,Crops nec,p01.h,C_OTCR,tonnes
AT,Cattle,p01.i,C_CATL,tonnes
AT,Pigs,p01.j,C_PIGS,tonnes
AT,Poultry,p01.k,C_PLTR,tonnes
AT,Meat animals nec,p01.l,C_OMEA,tonnes
AT,Animal products nec,p01.m,C_OANP,tonnes
AT,Raw milk,p01.n,C_MILK,tonnes
AT,"Wool, silk-worm cocoons",p01.o,C_WOOL,tonnes
AT,Manure (conventional treatment),p01.w.1,C_MANC,tonnes
AT,Manure (biogas treatment),p01.w.2,C_MANB,tonnes
AT,"Products of forestry, logging and related services (02)",p02,C_FORE,tonnes
AT,Fish and other fishing products; services incidental of fishing (05),p05,C_FISH,tonnes
AT,"Coal, lignite and peat",p10,C_CLPT,tonnes
AT,"Crude petroleum and services related to crude oil extraction, excluding surveying",p11.a,C_COIL,tonnes
AT,"Natural gas and services related to natural gas extraction, excluding surveying; inclulding liquid gas",p11.2,C_GASS,tonnes
AT,Other Hydrocarbons,p11.c,C_OGPL,tonnes
AT,Uranium and thorium ores (12),p12,C_ORAN,tonnes
AT,Iron ores,p13.1,C_IRON,tonnes
AT,Copper ores and concentrates,p13.20.11,C_COPO,tonnes
AT,Nickel ores and concentrates,p13.20.12,C_NIKO,tonnes
AT,Aluminium ores and concentrates,p13.20.13,C_ALUO,tonnes
AT,Precious metal ores and concentrates,p13.20.14,C_PREO,tonnes
AT,"Lead, zinc and tin ores and concentrates",p13.20.15,C_LZTO,tonnes
AT,Other non-ferrous metal ores and concentrates,p13.20.16,C_ONFO,tonnes
AT,Stone,p14.1,C_STON,tonnes
AT,Sand and clay,p14.2,C_SDCL,tonnes
AT,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",p14.3,C_CHMF,tonnes
AT,Products of meat cattle,p15.a,C_PCAT,tonnes
AT,Products of meat pigs,p15.b,C_PPIG,tonnes
AT,Products of meat poultry,p15.c,C_PPLT,tonnes
AT,Meat products nec,p15.d,C_POME,tonnes
AT,products of Vegetable oils and fats,p15.e,C_VOIL,tonnes
AT,Dairy products,p15.f,C_DAIR,tonnes
AT,Processed rice,p15.g,C_RICE,tonnes
AT,Sugar,p15.h,C_SUGR,tonnes
AT,Food products nec,p15.i,C_OFOD,tonnes
AT,Beverages,p15.j,C_BEVR,tonnes
AT,Fish products,p15.k,C_FSHP,tonnes
AT,Tobacco products (16),p16,C_TOBC,tonnes
AT,Textiles (17),p17,C_TEXT,tonnes
AT,Wearing apparel; furs (18),p18,C_GARM,tonnes
AT,Leather and leather products (19),p19,C_LETH,tonnes
AT,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),p20,C_WOOD,tonnes
AT,"Wood material for treatment, Re-processing of secondary wood material into new wood material",p20.w,C_WOOW,tonnes
AT,Pulp,p21.1,C_PULP,tonnes
AT,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",p21.w.1,C_PAPR,tonnes
AT,Paper and paper products,p21.2,C_PAPE,tonnes
AT,Printed matter and recorded media (22),p22,C_MDIA,tonnes
AT,Coke oven products,p23.1,C_COPR,tonnes
AT, Refined Petroleum,p23.2,C_REFP,tonnes
AT,Nuclear fuel,p23.3,C_NUCF,TJ
AT,"Plastics, basic",p24.a,C_PLAS,tonnes
AT,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",p24.a.w,C_PLAW,tonnes
AT,N-fertiliser,p24.b,C_NFER,tonnes
AT,P- and other fertiliser,p24.c,C_PFER,tonnes
AT,Chemicals nec; additives and biofuels,p24.4,C_CHBI,tonnes
AT,Rubber and plastic products (25),p25,C_RUBP,tonnes
AT,Glass and glass products,p26.a,C_GLAS,tonnes
AT,"Secondary glass for treatment, Re-processing of secondary glass into new glass",p26.w.1,C_GLAW,tonnes
AT,Ceramic goods,p26.b,C_CRMC,tonnes
AT,"Bricks, tiles and construction products, in baked clay",p26.c,C_BRIK,tonnes
AT,"Cement, lime and plaster",p26.d,C_CMNT,tonnes
AT,"Ash for treatment, Re-processing of ash into clinker",p26.d.w,C_ASHW,tonnes
AT,Other non-metallic mineral products,p26.e,C_ONMM,tonnes
AT,Basic iron and steel and of ferro-alloys and first products thereof,p27.a,C_STEL,tonnes
AT,"Secondary steel for treatment, Re-processing of secondary steel into new steel",p27.a.w,C_STEW,tonnes
AT,Precious metals,p27.41,C_PREM,tonnes
AT,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",p27.41.w,C_PREW,tonnes
AT,Aluminium and aluminium products,p27.42,C_ALUM,tonnes
AT,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",p27.42.w,C_ALUW,tonnes
AT,"Lead, zinc and tin and products thereof",p27.43,C_LZTP,tonnes
AT,"Secondary lead for treatment, Re-processing of secondary lead into new lead",p27.43.w,C_LZTW,tonnes
AT,Copper products,p27.44,C_COPP,tonnes
AT,"Secondary copper for treatment, Re-processing of secondary copper into new copper",p27.44.w,C_COPW,tonnes
AT,Other non-ferrous metal products,p27.45,C_ONFM,tonnes
AT,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",p27.45.w,C_ONFW,tonnes
AT,Foundry work services,p27.5,C_METC,tonnes
AT,"Fabricated metal products, except machinery and equipment (28)",p28,C_FABM,tonnes
AT,Machinery and equipment n.e.c. (29),p29,C_MACH,tonnes
AT,Office machinery and computers (30),p30,C_OFMA,tonnes
AT,Electrical machinery and apparatus n.e.c. (31),p31,C_ELMA,tonnes
AT,"Radio, television and communication equipment and apparatus (32)",p32,C_RATV,tonnes
AT,"Medical, precision and optical instruments, watches and clocks (33)",p33,C_MEIN,tonnes
AT,"Motor vehicles, trailers and semi-trailers (34)",p34,C_MOTO,Meuro
AT,Other transport equipment (35),p35,C_OTRE,Meuro
AT,Furniture; other manufactured goods n.e.c. (36),p36,C_FURN,tonnes
AT,Secondary raw materials,p37,C_RYMS,Meuro
AT,"Bottles for treatment, Recycling of bottles by direct reuse",p37.w.1,C_BOTW,tonnes
AT,Electricity by coal,p40.11.a,C_POWC,TJ
AT,Electricity by gas,p40.11.b,C_POWG,TJ
AT,Electricity by nuclear,p40.11.c,C_POWN,TJ
AT,Electricity by hydro,p40.11.d,C_POWH,TJ
AT,Electricity by wind,p40.11.e,C_POWW,TJ
AT,Electricity by petroleum and other oil derivatives,p40.11.f,C_POWP,TJ
AT,Electricity by biomass and waste,p40.11.g,C_POWB,TJ
AT,Electricity by solar photovoltaic,p40.11.h,C_POWS,TJ
AT,Electricity by solar thermal,p40.11.i,C_POWE,TJ
AT,"Electricity by tide, wave, ocean",p40.11.j,C_POWO,TJ
AT,Electricity by Geothermal,p40.11.k,C_POWM,TJ
AT,Electricity nec,p40.11.l,C_POWZ,TJ
AT,Transmission services of electricity,p40.12,C_POWT,Meuro
AT,Distribution and trade services of electricity,p40.13,C_POWD,Meuro
AT,Biogas an other gases nec.,p40.2.1,C_BGAS,tonnes
AT,Distribution services of gaseous fuels through mains,p40.2.2,C_GASD,Meuro
AT,Steam and hot water supply services,p40.3,C_HWAT,TJ
AT,"Collected and purified water, distribution services of water (41)",p41,C_WATR,Meuro
AT,Construction work (45),p45,C_CONS,Meuro
AT,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",p45.w,C_CONW,tonnes
AT,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",p50.a,C_TDMO,Meuro
AT,Retail trade services of motor fuel,p50.b,C_TDFU,Meuro
AT,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",p51,C_TDWH,Meuro
AT,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",p52,C_TDRT,Meuro
AT,Hotel and restaurant services (55),p55,C_HORE,Meuro
AT,Railway transportation services,p60.1,C_TRAI,Meuro
AT,Other land transportation services,p60.2,C_TLND,Meuro
AT,Transportation services via pipelines,p60.3,C_TPIP,Meuro
AT,Sea and coastal water transportation services,p61.1,C_TWAS,Meuro
AT,Inland water transportation services,p61.2,C_TWAI,Meuro
AT,Air transport services (62),p62,C_TAIR,Meuro
AT,Supporting and auxiliary transport services; travel agency services (63),p63,C_TAUX,Meuro
AT,Post and telecommunication services (64),p64,C_PTEL,Meuro
AT,"Financial intermediation services, except insurance and pension funding services (65)",p65,C_FINT,Meuro
AT,"Insurance and pension funding services, except compulsory social security services (66)",p66,C_FINS,Meuro
AT,Services auxiliary to financial intermediation (67),p67,C_FAUX,Meuro
AT,Real estate services (70),p70,C_REAL,Meuro
AT,Renting services of machinery and equipment without operator and of personal and household goods (71),p71,C_MARE,Meuro
AT,Computer and related services (72),p72,C_COMP,Meuro
AT,Research and development services (73),p73,C_RESD,Meuro
AT,Other business services (74),p74,C_OBUS,Meuro
AT,Public administration and defence services; compulsory social security services (75),p75,C_PADF,Meuro
AT,Education services (80),p80,C_EDUC,Meuro
AT,Health and social work services (85),p85,C_HEAL,Meuro
AT,Food waste for treatment: incineration,p90.1.a,C_INCF,tonnes
AT,Paper waste for treatment: incineration,p90.1.b,C_INCP,tonnes
AT,Plastic waste for treatment: incineration,p90.1.c,C_INCL,tonnes
AT,Intert/metal waste for treatment: incineration,p90.1.d,C_INCM,tonnes
AT,Textiles waste for treatment: incineration,p90.1.e,C_INCT,tonnes
AT,Wood waste for treatment: incineration,p90.1.f,C_INCW,tonnes
AT,Oil/hazardous waste for treatment: incineration,p90.1.g,C_INCO,tonnes
AT,Food waste for treatment: biogasification and land application,p90.2.a,C_BIOF,tonnes
AT,Paper waste for treatment: biogasification and land application,p90.2.b,C_BIOP,tonnes
AT,Sewage sludge for treatment: biogasification and land application,p90.2.c,C_BIOS,tonnes
AT,Food waste for treatment: composting and land application,p90.3.a,C_COMF,tonnes
AT,Paper and wood waste for treatment: composting and land application,p90.3.b,C_COMW,tonnes
AT,Food waste for treatment: waste water treatment,p90.4.a,C_WASF,tonnes
AT,Other waste for treatment: waste water treatment,p90.4.b,C_WASO,tonnes
AT,Food waste for treatment: landfill,p90.5.a,C_LANF,tonnes
AT,Paper for treatment: landfill,p90.5.b,C_LANP,tonnes
AT,Plastic waste for treatment: landfill,p90.5.c,C_LANL,tonnes
AT,Inert/metal/hazardous waste for treatment: landfill,p90.5.d,C_LANI,tonnes
AT,Textiles waste for treatment: landfill,p90.5.e,C_LANT,tonnes
AT,Wood waste for treatment: landfill,p90.5.f,C_LANW,tonnes
AT,Membership organisation services n.e.c. (91),p91,C_ORGA,Meuro
AT,"Recreational, cultural and sporting services (92)",p92,C_RECR,Meuro
AT,Other services (93),p93,C_OSER,Meuro
AT,Private households with employed persons (95),p95,C_PRHH,Meuro
AT,Extra-territorial organizations and bodies,p99,C_EXTO,Meuro
BE,Paddy rice,p01.a,C_PARI,tonnes
BE,Wheat,p01.b,C_WHEA,tonnes
BE,Cereal grains nec,p01.c,C_OCER,tonnes
BE,"Vegetables, fruit, nuts",p01.d,C_FVEG,tonnes
BE,Oil seeds,p01.e,C_OILS,tonnes
BE,"Sugar cane, sugar beet",p01.f,C_SUGB,tonnes
BE,Plant-based fibers,p01.g,C_FIBR,tonnes
BE,Crops nec,p01.h,C_OTCR,tonnes
BE,Cattle,p01.i,C_CATL,tonnes
BE,Pigs,p01.j,C_PIGS,tonnes
BE,Poultry,p01.k,C_PLTR,tonnes
BE,Meat animals nec,p01.l,C_OMEA,tonnes
BE,Animal products nec,p01.m,C_OANP,tonnes
BE,Raw milk,p01.n,C_MILK,tonnes
BE,"Wool, silk-worm cocoons",p01.o,C_WOOL,tonnes
BE,Manure (conventional treatment),p01.w.1,C_MANC,tonnes
BE,Manure (biogas treatment),p01.w.2,C_MANB,tonnes
BE,"Products of forestry, logging and related services (02)",p02,C_FORE,tonnes
BE,Fish and other fishing products; services incidental of fishing (05),p05,C_FISH,tonnes
BE,"Coal, lignite and peat",p10,C_CLPT,tonnes
BE,"Crude petroleum and services related to crude oil extraction, excluding surveying",p11.a,C_COIL,tonnes
BE,"Natural gas and services related to natural gas extraction, excluding surveying; inclulding liquid gas",p11.2,C_GASS,tonnes
BE,Other Hydrocarbons,p11.c,C_OGPL,tonnes
BE,Uranium and thorium ores (12),p12,C_ORAN,tonnes
BE,Iron ores,p13.1,C_IRON,tonnes
BE,Copper ores and concentrates,p13.20.11,C_COPO,tonnes
BE,Nickel ores and concentrates,p13.20.12,C_NIKO,tonnes
BE,Aluminium ores and concentrates,p13.20.13,C_ALUO,tonnes
BE,Precious metal ores and concentrates,p13.20.14,C_PREO,tonnes
BE,"Lead, zinc and tin ores and concentrates",p13.20.15,C_LZTO,tonnes
BE,Other non-ferrous metal ores and concentrates,p13.20.16,C_ONFO,tonnes
BE,Stone,p14.1,C_STON,tonnes
BE,Sand and clay,p14.2,C_SDCL,tonnes
BE,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",p14.3,C_CHMF,tonnes
BE,Products of meat cattle,p15.a,C_PCAT,tonnes
BE,Products of meat pigs,p15.b,C_PPIG,tonnes
BE,Products of meat poultry,p15.c,C_PPLT,tonnes
BE,Meat products nec,p15.d,C_POME,tonnes
BE,products of Vegetable oils and fats,p15.e,C_VOIL,tonnes
BE,Dairy products,p15.f,C_DAIR,tonnes
BE,Processed rice,p15.g,C_RICE,tonnes
BE,Sugar,p15.h,C_SUGR,tonnes
BE,Food products nec,p15.i,C_OFOD,tonnes
BE,Beverages,p15.j,C_BEVR,tonnes
BE,Fish products,p15.k,C_FSHP,tonnes
BE,Tobacco products (16),p16,C_TOBC,tonnes
BE,Textiles (17),p17,C_TEXT,tonnes
BE,Wearing apparel; furs (18),p18,C_GARM,tonnes
BE,Leather and leather products (19),p19,C_LETH,tonnes
BE,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),p20,C_WOOD,tonnes
BE,"Wood material for treatment, Re-processing of secondary wood material into new wood material",p20.w,C_WOOW,tonnes
BE,Pulp,p21.1,C_PULP,tonnes
BE,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",p21.w.1,C_PAPR,tonnes
BE,Paper and paper products,p21.2,C_PAPE,tonnes
BE,Printed matter and recorded media (22),p22,C_MDIA,tonnes
BE,Coke oven products,p23.1,C_COPR,tonnes
BE, Refined Petroleum,p23.2,C_REFP,tonnes
BE,Nuclear fuel,p23.3,C_NUCF,TJ
BE,"Plastics, basic",p24.a,C_PLAS,tonnes
BE,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",p24.a.w,C_PLAW,tonnes
BE,N-fertiliser,p24.b,C_NFER,tonnes
BE,P- and other fertiliser,p24.c,C_PFER,tonnes
BE,Chemicals nec; additives and biofuels,p24.4,C_CHBI,tonnes
BE,Rubber and plastic products (25),p25,C_RUBP,tonnes
BE,Glass and glass products,p26.a,C_GLAS,tonnes
BE,"Secondary glass for treatment, Re-processing of secondary glass into new glass",p26.w.1,C_GLAW,tonnes
BE,Ceramic goods,p26.b,C_CRMC,tonnes
BE,"Bricks, tiles and construction products, in baked clay",p26.c,C_BRIK,tonnes
BE,"Cement, lime and plaster",p26.d,C_CMNT,tonnes
BE,"Ash for treatment, Re-processing of ash into clinker",p26.d.w,C_ASHW,tonnes
BE,Other non-metallic mineral products,p26.e,C_ONMM,tonnes
BE,Basic iron and steel and of ferro-alloys and first products thereof,p27.a,C_STEL,tonnes
BE,"Secondary steel for treatment, Re-processing of secondary steel into new steel",p27.a.w,C_STEW,tonnes
BE,Precious metals,p27.41,C_PREM,tonnes
BE,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",p27.41.w,C_PREW,tonnes
BE,Aluminium and aluminium products,p27.42,C_ALUM,tonnes
BE,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",p27.42.w,C_ALUW,tonnes
BE,"Lead, zinc and tin and products thereof",p27.43,C_LZTP,tonnes
BE,"Secondary lead for treatment, Re-processing of secondary lead into new lead",p27.43.w,C_LZTW,tonnes
BE,Copper products,p27.44,C_COPP,tonnes
BE,"Secondary copper for treatment, Re-processing of secondary copper into new copper",p27.44.w,C_COPW,tonnes
BE,Other non-ferrous metal products,p27.45,C_ONFM,tonnes
